0;0
0.153209;0.128557
0.28599;0.239729
0.403442;0.33782
0.508911;0.425659
0.604729;0.505216
0.692592;0.577921
0.773775;0.644854
0.849263;0.706847
0.919836;0.764557
0.986119;0.818515
1.04863;0.869154
1.10778;0.916831
1.16394;0.961848
1.2174;1.00446
1.26843;1.04489
1.31724;1.08331
1.36403;1.1199
1.40897;1.15479
1.4522;1.18812
1.49386;1.21999
1.53406;1.2505
1.57292;1.27973
1.61051;1.30778
1.64692;1.3347
1.68224;1.36056
1.71652;1.38543
1.74984;1.40934
1.78225;1.43236
1.8138;1.45452
1.84453;1.47587
1.8745;1.49644
1.90375;1.51627
1.9323;1.53538
1.9602;1.55381
1.98748;1.57159
2.01417;1.58873
2.04029;1.60527
2.06588;1.62122
2.09095;1.6366
2.11553;1.65144
2.13963;1.66575
2.16329;1.67955
2.18652;1.69285
2.20933;1.70566
2.23174;1.71801
2.25377;1.7299
2.27543;1.74135
2.29674;1.75237
2.31771;1.76296
2.33835;1.77315
2.35868;1.78293
2.37869;1.79232
2.39842;1.80132
2.41785;1.80996
2.43701;1.81822
2.45591;1.82612
2.47455;1.83367
2.49294;1.84088
2.51108;1.84774
2.52899;1.85427
2.54667;1.86047
2.56414;1.86635
2.58138;1.87191
2.59842;1.87716
2.61526;1.88211
2.6319;1.88674
2.64835;1.89109
2.66461;1.89513
2.68069;1.89889
2.69659;1.90236
2.71232;1.90554
2.72789;1.90845
2.74328;1.91108
2.75852;1.91344
2.7736;1.91553
2.78853;1.91735
2.80331;1.91891
2.81794;1.92021
2.83243;1.92125
2.84678;1.92204
2.86099;1.92257
2.87506;1.92285
2.88901;1.92289
2.90282;1.92268
2.91651;1.92222
2.93007;1.92153
2.94351;1.92059
2.95683;1.91942
2.97003;1.91802
2.98311;1.91638
2.99608;1.91451
3.00893;1.91241
3.02168;1.91009
3.03431;1.90754
3.04683;1.90477
3.05925;1.90177
3.07156;1.89856
3.08377;1.89513
3.09588;1.89148
3.10788;1.88762
3.11978;1.88354
3.13158;1.87925
3.14328;1.87476
3.15489;1.87006
3.16639;1.86515
3.17781;1.86003
3.18912;1.85472
3.20035;1.8492
3.21147;1.84349
3.22251;1.83757
3.23345;1.83146
3.24431;1.82516
3.25507;1.81866
3.26574;1.81198
3.27632;1.8051
3.28682;1.79804
3.29722;1.79079
3.30754;1.78336
3.31777;1.77575
3.32791;1.76795
3.33796;1.75998
3.34793;1.75183
3.35782;1.7435
3.36762;1.735
3.37733;1.72633
3.38696;1.71749
3.3965;1.70848
3.40597;1.69931
3.41535;1.68997
3.42464;1.68046
3.43386;1.6708
3.44299;1.66098
3.45204;1.651
3.46101;1.64086
3.4699;1.63057
3.4787;1.62013
3.48743;1.60954
3.49608;1.5988
3.50465;1.58792
3.51314;1.57689
3.52155;1.56571
3.52988;1.5544
3.53813;1.54295
3.54631;1.53136
3.55441;1.51963
3.56243;1.50777
3.57037;1.49578
3.57824;1.48365
3.58604;1.4714
3.59375;1.45903
3.6014;1.44652
3.60896;1.4339
3.61646;1.42115
3.62388;1.40829
3.63122;1.3953
3.6385;1.3822
3.6457;1.36899
3.65283;1.35566
3.65988;1.34223
3.66687;1.32868
3.67378;1.31503
3.68063;1.30127
3.6874;1.2874
3.6941;1.27343
3.70074;1.25937
3.7073;1.2452
3.7138;1.23094
3.72023;1.21657
3.72659;1.20212
3.73289;1.18757
3.73912;1.17293
3.74528;1.1582
3.75138;1.14338
3.75741;1.12848
3.76338;1.11349
3.76928;1.09841
3.77512;1.08326
3.78089;1.06802
3.78661;1.0527
3.79226;1.03731
3.79785;1.02184
3.80338;1.00629
3.80884;0.990665
3.81425;0.974971
3.8196;0.959204
3.82488;0.943368
3.83011;0.927463
3.83528;0.91149
3.8404;0.89545
3.84545;0.879346
3.85045;0.863177
3.85539;0.846946
3.86028;0.830653
3.86511;0.8143
3.86988;0.797888
3.87461;0.781417
3.87927;0.76489
3.88389;0.748306
3.88845;0.731668
3.89296;0.714976
3.89741;0.698231
3.90182;0.681434
3.90617;0.664586
3.91048;0.647689
3.91473;0.630743
3.91893;0.61375
3.92309;0.596709
3.92719;0.579623
3.93125;0.562491
3.93526;0.545316
3.93923;0.528097
3.94314;0.510836
3.94701;0.493534
3.95084;0.476191
3.95462;0.458807
3.95835;0.441385
3.96204;0.423925
3.96569;0.406428
3.96929;0.388893
3.97285;0.371323
3.97637;0.353717
3.97984;0.336078
3.98328;0.318404
3.98667;0.300697
3.99002;0.282958
3.99333;0.265188
3.99661;0.247386
3.99984;0.229554
4.00303;0.211692
4.00618;0.193801
4.0093;0.175882
4.01238;0.157935
4.01542;0.13996
4.01842;0.121959
4.02139;0.103931
4.02432;0.0858784
4.02722;0.0678004
4.03008;0.0496978
4.0329;0.0315713
4.03569;0.0134213
4.03845;0
